term,category,hasSyn,id,ext_id,remark
better,comparison,0,167,dd9a6ea2-4af3-4012-926c-390e3804274b,""
bicarinate,shape,0,168,f912a06f-5998-4416-b6f3-169bccfdd67f,""
bicolored,coloration,1,169,eb35453c-d0a1-466e-8b2b-5e4e43eec7ed,""
biconvex,shape,0,170,21a01c61-7546-470f-821b-6fe8c778c313,""
bidens,shape,0,171,d7508480-4683-4f19-a568-bab39758e9e0,""
bidentate,shape,0,172,385d7db5-a019-41eb-8879-c4a42da0e3a0,""
bifid,shape,0,173,5e136822-3e38-4379-9a88-f885e280a078,""
bifurcate,shape,0,174,a97b66ba-77d2-4872-a650-686cfc25a61f,""
bifurcates,architecture,1,175,81b0e48c-a5f0-4e57-99e5-fe4510f66a17,""
bifurcation,structure,0,176,9bea9689-0d94-4363-a176-ed6f7a7e80b7,""
big,size,1,177,e6b07523-6799-4c63-9e69-c58a6f27b678,""
bilateral,arrangement,0,178,8824e9f0-6ead-462c-8d23-b7bbb577241a,""
bilobate,shape,1,179,4838dbe7-ef13-4657-af02-85cb9ff502e7,""
bisected,shape,1,180,0d799b87-db6d-4483-865a-62fbf379d513,""
biserial,arrangement,0,181,0a8901a1-dd89-4a71-8bea-f4309654edc9,""
bispinose,shape,0,182,d1cc85b3-fa3f-42e4-ab95-779fc64d7870,""
bituberculate,shape,0,183,a3dbee24-a51a-46e8-9445-e6b67e903443,""
bizarre,normality,0,184,5983b5be-2697-4797-8ad5-6c52553b0b34,""
black,coloration,1,185,e97187cf-e546-46cb-9a2f-c65389d2aafa,""
blackish_red,coloration,0,186,ff902386-bc70-44d9-9f29-2c85dce77287,""
blackishbrown,coloration,0,187,da297292-badb-4243-b62f-3dfb829ae642,""
blade,structure,0,188,cd012560-40a4-4ce0-ad07-291cdf14feca,""
bladelike,shape,1,189,5420c224-f2f5-4b35-ba68-930b4d18c603,""
blanketed,shape,0,190,998ce942-6c9f-4ceb-8a4d-585f159b6bdd,""
blending,fusion,0,191,261d10ac-a990-42b8-977b-03701a882fd4,""
blight,reflectance,0,192,a1a9a181-9d54-41c4-bebb-4c832dca45e1,""
blind,behaviour,0,193,e53022ed-2279-4cee-9f22-92f5aea3b25b,""
blood,coloration,0,194,873d0356-166f-4cab-8ae6-dc08cedab353,""
bloom,architecture,0,195,70cebacf-c841-46f4-b8bb-47a54f45c2c5,""
blotch,structure,1,196,f0a01709-0ae9-4054-b0e6-2a4424767d86,""
blotch_like,shape,0,197,a125ccf7-839a-498e-b088-69b0d23cd831,""
blue,coloration,1,198,46678d45-7ded-40f5-a3c6-c466875a9a61,""
blue_green,coloration,0,199,43f16da8-e960-4dac-9c45-6b1a9ef067b5,""
bluish_green,coloration,1,200,abf3b634-4e4d-4633-8889-d6427814fc3a,""
blunt,shape,1,201,fb52f14c-7775-4695-9e7d-314afde4e698,""
blunt_angled,shape,0,202,cc509aa3-0d5a-449c-960a-d75424d4e584,""
blurring,presence,0,203,8f9b6bf1-c982-4ed0-a985-4cf93079667d,""
boat_shaped,shape,0,204,d9647ae1-9b52-419a-868f-c9ce3be7848f,""
body,structure,0,205,2ae68580-43b7-4b36-af3d-16f8883799b7,""
bolivian,structure,0,206,5157fd8e-6840-47a6-a140-bbc650367ef9,""
boliviana,structure,0,207,2e82c043-15c3-4970-91c3-92f37ed08452,""
border,structure,1,208,582b6268-edfe-4b33-adba-e458ea878bc8,""
bordered,size,1,209,2f81d337-8d47-4d6a-8f38-4426dbeb0c66,""
boss,structure,0,210,8731a158-a218-45d1-8bca-aefe4fc3d341,""
bottom,structure,0,211,e3fe1c45-8c2c-4cf8-800d-f0e11cd2531a,""
bounding,direction,0,212,07a86546-6ea0-4927-b0ea-3244dcdba50e,""
bowed,shape,0,213,7e85fe9c-128f-456d-8e54-942f2112be7f,""
box_shaped,shape,1,214,43b8e1ac-844b-4714-a913-32b8e02a9977,""
brachypterous,structure,0,215,527ca486-811b-42f1-bd1c-1f43fb8a5ec3,""
branched,architecture,1,216,2c318acb-2cea-4906-9e55-04b585f002d6,""
branches,structure,0,217,d606beba-2050-43b8-8780-2f77a8292ac1,""
brazilian,distribution,0,218,d341bc14-8b48-41a5-a631-4a7389742db9,""
breadth,structure,0,219,f23ebff4-1325-49e6-b542-ac7b26915abe,""
breaks,absence,0,220,408a6a83-aa11-4c35-9ba0-da2c76a3a809,""
bridge,structure,0,221,e012f664-130e-499b-a55a-a3af8330dc4d,""
brief,size,0,222,dc3565ab-a7c3-48fb-b7d8-a4f6dd0c3455,""
bright,coloration,0,223,338cac88-e494-408a-a079-b38126c260df,""
bright,reflectance,1,224,aeaba0a1-bcc0-4165-9126-0edd146a6e26,""
bristle_like,shape,0,225,2726ae3f-2a63-440f-a6c2-53a3d0ab4e6d,""
bristles,structure,0,226,b9b9a33c-54ee-4a8b-be8c-f61fd2b5a987,""
broad,width,0,227,3a22bc09-7743-40be-9c7c-3cc33b4a51d9,""
broad_based,shape,0,228,4b576a0e-124b-489c-84c9-6cca7dbca92a,""
broadbased,size,0,229,3c36e4bb-c229-4df1-a818-50d4af53cbbb,""
broadened,size,1,230,2394bfa5-dee5-4b44-bb59-21a0d787de00,""
broader,width,0,231,e103df31-ad1c-4e8c-a315-ca084cdd2cb2,""
broadly_based,size,0,232,c7ef297c-acb1-4adb-8bed-63f9215bce6f,""
broken,architecture,0,233,c70cc889-4e88-4c69-a3a4-c62d037244b5,""
bronze,coloration,0,234,65aa5047-7a73-442d-ad37-49c234937dc3,""
brown,coloration,1,235,e3c419aa-381f-4c74-a263-3dc3395e9bfd,""
brown_black,coloration,1,236,d5e140c0-871d-4dcf-b73e-56e67207262c,""
brown_yellow,coloration,1,237,56ad8d81-6196-4e4b-9d12-bc4d40054a64,""
brush,architecture,0,238,ef2fa669-6928-40a5-aadc-8fb12505b70b,""
buccal,structure,0,239,d8c1cbb3-8520-4c90-9f00-0ef7bfb7ad66,""
bucculenta,structure,0,240,ce8c29ea-3395-411f-a14d-8845ac8b1879,""
bulb,structure,0,241,9f26472a-fade-46c5-8008-baef5fc24478,""
bulbous,shape,0,242,3cb0d2f6-941f-40a4-b62e-924ed6b598e9,""
bulgaria,structure,0,243,4b7c08ca-9120-42c4-bc48-43e6ef6fd0e8,""
bulge,shape,1,244,e1c32061-5856-42f1-961a-e2f431ee21c4,""
bulk,size,0,245,0c3a9e12-2fc8-46d3-9091-8bd3a861ac5d,""
bulla,structure,0,246,5439f987-21b4-4dae-82dd-161ebc748eff,""
c_shape,shape,1,247,a82d2bf4-7257-4b92-b504-70126885ec00,""
calcaria,structure,0,248,72bb8b6b-36ab-4a51-8379-df683d64a2b6,""
callow,life_style,0,249,009b86b0-c6fe-4428-ba70-c32ff6b99c2c,""
callus,structure,0,250,0bc0dc12-cdad-45eb-bce0-27dbbb284939,""
campaniform,shape,0,251,8e2fc314-947f-42a6-a1fe-f7514c529a8f,""
campanulate,shape,0,252,c7590440-7fa2-4e98-bb8c-e65f88fe2bb9,""
canted,direction,0,253,a25a02ea-e0e9-47ac-9c54-bff6e17f8b73,""
cap,shape,0,254,a497e0c6-860f-43a4-a62c-7cf93d1c3fc9,""
capsule,nominative,0,255,b16a319c-3123-4d60-b27a-8dba704202b1,""
captured,presence,0,256,044bbf54-413d-40a0-bb84-4703bd03398d,""
carina,structure,0,257,f6668ab4-5f7d-4d82-84b9-015087953f4d,""
carina_like,shape,0,258,3b4041e8-afb6-4856-afbb-7dccb94d3b41,""
carinae,structure,0,259,526280d2-2b1c-4c15-b9e7-9abd17c0e20f,""
carinate,surface_sculpture,1,260,9a7516b6-fe54-48ce-a191-2f8f41e94c35,""
carinule,structure,1,261,6d95e6a5-2cdb-4a08-83da-64429f355d34,""
carton,surface_sculpture,0,262,49ebcf4d-001e-469f-91bf-230742c11d82,""
carved,shape,0,263,737993d8-7b9a-4f40-97b9-bd9b6e432178,""
cast,structure,0,264,e44e5d81-4b8f-4be8-bbf6-75d3cc4e799a,""
castaneous,coloration,0,265,14411abc-56b5-4ff9-a55c-6b01958167c3,""
caste,structure,0,266,73f64dc9-e3d6-46c4-bb92-3ea1364fdfb8,""
caudad,structure,0,267,c550c9f5-e2af-484f-908d-a8dbabb93888,""
caudal,position,0,268,39d3ed54-9f86-44ed-a973-2b66ce78d9df,""
caudal_fin,structure,0,269,ddb5fe82-9899-4f93-ae18-13d21e38f4bc,""
cell,structure,1,270,69e0dd48-8d31-40ed-9062-115274f5370f,""
center,position,1,271,9895317a-1095-4cc0-a9f6-47e1c46c5e9b,""
cephalad,position,0,272,f3eed9a0-b520-424f-8ef4-e339d69128fc,""
cephalic,structure,0,273,917cc10c-4be0-4ecf-a40c-b79d6605bce5,""
cervical,position,0,274,ffd3c4fd-2148-4186-9337-2fa6ed9fdd4e,""
cervix,structure,0,275,9a6dd265-d03f-4fc1-80a1-0927ba2d8baf,""
channel,structure,0,276,5f8e9c84-eba8-498f-883f-5fd3c95370f2,""
channeled,shape,0,277,9e52c500-2848-4ec9-a6dc-45adcd6650f3,""
chaotic,density,0,278,43af5896-411c-442f-9f50-3abc7b1e8f27,""
characters,character,0,279,b91278e2-e663-4307-ae2a-edb6f3c8dc58,""
cheek,structure,1,280,c6f31e72-bc9d-48b6-a1e4-77c155a525d8,""
chestnut,coloration,1,281,2ea05f4e-e9e3-4b24-8ac5-9dbc5ecbfdb4,""
chewing,behaviour,0,282,28f7ee57-43fe-45c2-b450-fe0e18dcebd1,""
chief,prominence,0,283,f9c00ecc-63f2-447b-92d4-eb272cfa831f,""
chitinized,surface_sculpture,0,284,f0e170a1-bf98-4581-8689-5e6dd9ba6059,""
chitinous,surface_sculpture,0,285,cc4fefc7-e1ad-45c0-af53-09421cfbabba,""
chocolate,coloration,0,286,ff7d5cce-d9bf-4ec5-adaa-ffaf5d08ed2e,""
chord,position,0,287,e36d2280-6af6-4126-9dbd-ba63531be20a,""
cilia_like,shape,0,288,e50b0e84-bc57-405a-b874-287238272720,""
ciliary,architecture,1,289,6c2bde69-3a05-450f-b82c-0d189cf1b67f,""
cinereous,coloration,0,290,d91d4569-cd46-494b-9fb9-99c62dcc9cb2,""
circa,structure,0,291,e9bec17b-4d25-4f21-bdfb-c1b54613d64e,""
circlet,structure,0,292,2724fe64-db6d-4afe-a83e-01334dc5e8fc,""
circular,shape,0,293,ef03bea7-d492-4a41-aefc-e10659092bc3,""
circumscribe,direction,0,294,7c3eb935-41fd-43db-8a1b-3a941794a61b,""
claret_coloured,coloration,0,295,63c4a850-83be-4edf-9562-b085b889e893,""
clasping,architecture,0,296,a78aeb85-d655-48f5-8cb2-70bab2d736a7,""
clathrate,architecture,0,297,b9bcc9c5-af8c-4018-8eac-01dbd7e667f4,""
clavate,shape,1,298,af2c7760-079b-4df3-9335-3761ba034eba,""
clavato,shape,0,299,d8450d7b-a5ea-49c3-a797-db849c00007e,""
clay,coloration,0,300,54de266e-9c0a-40f1-bf55-f10ce02f6d1d,""
clean,surface_sculpture,1,301,b0373b56-33bf-44b0-aa84-5006fa76a5c3,""
clean_cut,surface_sculpture,0,302,65d1482a-2845-4086-8a3d-0a5939d3ace7,""
clear,coloration,0,303,f312a0b9-e603-4aee-935a-ad9c4cf21058,""
cleft,shape,0,304,5b613f02-04d1-4af1-a7cd-626b618aa43c,""
cleithrum,structure,0,305,db42732a-42bb-49a2-a1d5-921ee193d3f9,""
close,arrangement,0,306,f1a4f4ba-d8de-42a7-9885-9b024a6f4381,""
close_packed,density,0,307,be069995-9360-4b5a-b70d-27fcc4314107,""
close_packed,arrangement,0,308,ea1576ef-078e-4e53-ad7a-d90a691298a5,""
close_set,arrangement,0,309,ef5924d6-5782-4e12-9597-8cb6adb8833c,""
closed,closure,0,310,a880107e-9fe1-4ce0-b5e8-dd7323183746,""
closely_spaced,surface_configuration,0,311,4514fb69-af91-4bb6-aed9-03b07e0b28cd,""
closer,size,0,312,60e8f520-933e-4120-a084-f2e74795dc88,""
closest,position,0,313,a97ab294-a85f-4835-8d9c-f6437036ad31,""
closing,architecture,0,314,cf814fe7-0809-436a-9d4b-7dad29ea718a,""
cloud,coloration,1,315,8426e024-01e2-47f1-9003-ab41ccad026e,""
club,structure,0,316,30526a16-dc0d-48b7-84b1-a9bc79c6e878,""
clubbing,arrangement,0,317,55445b73-7a06-4027-b1e9-68e3d64933f1,""
cluster,arrangement,1,318,de5fb64c-189b-4b45-a8d9-924fda944e0e,""
clustered,density,0,319,13fc1fe4-0aee-47be-862c-ff4e5d81b437,""
clypeal,position,0,320,e9fb9fa3-3fd9-46da-a6b7-7011745806b8,""
clypeus,structure,0,321,85e9c69f-263e-448d-86cf-0d707f4dab3d,""
coalesced,shape,0,322,1fc63f55-cda5-49ea-91bf-9c6395c15f19,""
coarse,surface_sculpture,1,323,162d005e-8c1a-4403-a37a-60c41abbba28,""
coastal,surface_sculpture,0,324,f3e79953-2abd-4189-8ed5-a30f2e856830,""
coated,surface_sculpture,0,325,a6d91113-d6e2-4d32-a973-e48bc3f23609,""
coidal,shape,0,326,013d8c12-4f40-409f-85f4-fb4d6f9ccbc7,""
collar,structure,0,327,279d65fa-d27b-4183-a11c-73f07c2c4860,""
colon,shape,0,328,e3a08c4a-c852-491f-a2f9-f3537cd27ab8,""
colonel,shape,0,329,1c751636-9d95-4ac3-82b3-f18bb05be6f2,""
color,coloration,1,330,ca7a6c33-9ce1-412a-ac84-d700210f544a,""
colorless,coloration,1,331,018c1989-302b-4f0f-8a7c-dbaef469056b,""
column,structure,0,332,bc14afba-9082-4bc4-883d-9716de9e4ff6,""
combined,arrangement,0,333,aff518be-d119-4a76-a476-12b6a496d2e1,""
common,comparison,0,334,ffe97d95-796e-4703-b23f-3aa871f52b3f,""
common,normality,1,335,4a44293e-a886-4272-9f8c-11ef893adc90,""
commuted,density,0,336,c8b97091-5d28-49cc-b468-01d967d1dee4,""
compact,architecture,0,337,b487560f-e5eb-4679-991c-f3786498c4c7,""
complement,density,0,338,28446e8a-2d45-4bcb-90b2-bbe22f7e8763,""
complete,development,0,339,b74c6e01-b1d3-4ae5-b23d-bbc59ca79ae9,""
complex,density,0,340,339954d1-a2b1-4fcd-bad2-f0de87f73806,""
